neid	neID	hit	queries	gene	product	genome	contig	locus_tag	start_ext	end_ext	length_ext	starto_ext	endo_ext	lengtho_ext	strands	archMEM	archPF	archIPR	archMEM_ext	archPF_ext	archIPR_ext	length	pfams	tax_id	superkingdom	phylum	class	order	family	genus	species	curated	ARCH	LARCH	char
1	WP_007501606.1:GCF_026787965.1:1	WP_007501606.1	PF14449.11	NA	MarR family winged helix-turn-helix transcriptional regulator	GCF_026787965.1	NZ_JAKROK010000008.1	MH049_RS07235	17342	12708	4635	16	10	7	-------	G3DSA:1.10.10.10|PS50995|SSF46785|PTHR33164|SM00347|PF01047|PR00598|PR00598|PR00598	PF01047	IPR036388|IPR000835|IPR036390|IPR039422	PS50931|G3DSA:1.10.10.10|SSF46785|PTHR30126|PF00126|PR00039|PR00039|PR00039|G3DSA:3.40.190.290|SSF53850|PF03466|cd05466|TIGR00784|PF03600|G3DSA:1.10.10.10|G3DSA:1.10.10.10:FF:000129|PTHR44688|PS50043|SSF46894|SM00421|PF00196|PR00038|cd06170|PR00038|PS00622|PR00038|G3DSA:1.10.10.10|PS50995|SSF46785|PTHR33164|SM00347|PF01047|PR00598|PR00598|PR00598|NF002035|PTHR21198|MF_00258|SSF53681|G3DSA:3.40.50.1860:FF:000002|PF01177|TIGR00067|G3DSA:3.40.50.1860|PS00923|G3DSA:3.40.50.1860|SSF53681|PS00924|PS51257|Coil|PF10646|SM00909|PF10646|SM00909|SSF54211|PTHR11953|TIGR01966|G3DSA:3.30.230.70|G3DSA:3.30.230.70:FF:000003|PF01138|cd11362|MF_00564|PS01277|SSF55666|PF03725|Coil	PF00126|PF03466|PF03600|PF00196|PF01047|PF01177|PF10646|PF10646|PF01138|PF03725	IPR000847|IPR036388|IPR036390|IPR005119|IPR014738|IPR004680|IPR036388|IPR000792|IPR016032|IPR036388|IPR000835|IPR036390|IPR039422|IPR004391|IPR001920|IPR015942|IPR018187|IPR033134|IPR019606|IPR020568|IPR002381|IPR050080|IPR027408|IPR001247|IPR018336|IPR036345|IPR015847	146	PF00005|PF00072|PF00126|PF00196|PF00232|PF00271|PF00324|PF00356|PF00358|PF00367|PF00375|PF00528|PF00535|PF00874|PF01037|PF01047|PF01138|PF01177|PF01380|PF01381|PF01418|PF01420|PF01515|PF01566|PF01594|PF01725|PF01966|PF02378|PF02384|PF02518|PF03099|PF03123|PF03446|PF03466|PF03480|PF03552|PF03600|PF03725|PF03737|PF04226|PF04303|PF04313|PF04740|PF04851|PF06778|PF06808|PF07238|PF07293|PF07690|PF08463|PF08501|PF09130|PF09346|PF10646|PF11368|PF12161|PF12688|PF12787|PF12850|PF13302|PF13377|PF13412|PF13426|PF14436|PF14449|PF14568|PF14689|PF15542|PF15594|PF15657|PF16888|PF17203|PF17279|PF18317|PF19276|PF19395|PF20714|PF21948|PF24715	293387	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus altitudinis	0	IPR000847|IPR036388|IPR036390|IPR005119|IPR014738|IPR004680|IPR036388|IPR000792|IPR016032|IPR036388|IPR000835|IPR036390|IPR039422|IPR004391|IPR001920|IPR015942|IPR018187|IPR033134|IPR019606|IPR020568|IPR002381|IPR050080|IPR027408|IPR001247|IPR018336|IPR036345|IPR015847	27	Ͱ蹅蹇ᐠ㦳ቩ蹅̹㻁蹅ͤ蹇騟ᅈޡ㹧䜬膏䲷偹८쏁欱Ԁ䟁踚㸈
1	WP_326848079.1:GCF_026788065.1:1	WP_326848079.1	PF14449.11	NA	DUF5082 family protein	GCF_026788065.1	NZ_JAKROM010000014.1	MH051_RS01360	8771	4558	4214	11	5	7	+++++++	PF16888|Coil|Coil	PF16888	IPR031681	PS51756|PF04740|Coil|Coil|PF14449|PF17279|PF16888|Coil|Coil|mobidb-lite|PTHR33362|PF06808|SSF51735|PF03446|G3DSA:3.40.50.720|PTHR43580|SSF48179|G3DSA:1.10.1040.10|PF09130	PF04740|PF14449|PF17279|PF16888|PF06808|PF03446|PF09130	IPR006829|IPR027797|IPR046318|IPR031681|IPR004681|IPR010656|IPR036291|IPR006115|IPR051265|IPR008927|IPR013328|IPR015814	132	PF00072|PF00375|PF00535|PF01380|PF01418|PF01515|PF01566|PF02518|PF02775|PF03446|PF03480|PF03552|PF03737|PF04226|PF04740|PF06778|PF06808|PF07238|PF09130|PF09346|PF10004|PF12688|PF12787|PF13302|PF13426|PF14449|PF14689|PF16888|PF17203|PF17279|PF19395|PF20714|PF21948	561879	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	0	IPR006829|IPR027797|IPR046318|IPR031681|IPR004681|IPR010656|IPR036291|IPR006115|IPR051265|IPR008927|IPR013328|IPR015814	12	ᫎ沶딏篢ቪ⧁跤᠄졢⌀㐱㷧
1	WP_268443309.1:GCF_026788085.1:1	WP_268443309.1	PF14449.11	NA	ribonuclease YeeF family protein	GCF_026788085.1	NZ_JALJSK010000062.1	MWG60_RS09060	17612	12898	4715	18	12	7	+++++-+	PS51756|PF04740|PTHR34976|Coil|Coil|Coil|PF14449	PF04740|PF14449	IPR006829|IPR051768|IPR027797	G3DSA:3.90.930.1|SSF82185|PS51756|PF04740|PTHR34976|Coil|Coil|Coil|PF14449|PF02342|PTHR32097|G3DSA:2.60.60.30|cd06974|cd06974|PIRSF031853|PTHR30015|G3DSA:3.40.1350.10|PF04471|SSF52980	PF04740|PF14449|PF02342|PF04471	IPR006829|IPR051768|IPR027797|IPR003325|IPR051324|IPR016984|IPR052906|IPR011856|IPR007560|IPR011335	531	PF00005|PF00072|PF00232|PF00358|PF00367|PF00375|PF00392|PF01047|PF01061|PF01381|PF01566|PF01594|PF02342|PF02378|PF02518|PF03480|PF04014|PF04226|PF04471|PF04525|PF04740|PF07690|PF07702|PF13302|PF13426|PF14436|PF14449|PF14689|PF17203|PF20714	1408	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus	19	IPR006829|IPR051768|IPR027797|IPR003325|IPR051324|IPR016984|IPR052906|IPR011856|IPR007560|IPR011335	10	ᫎ쩙沶ഞ좝䉹컋⹱ᶩⱨ
2	WP_106025393.1:GCF_026788105.1:2	WP_106025393.1	PF14449.11	NA	ribonuclease YeeF family protein	GCF_026788105.1	NZ_JAKROO010000003.1	MH113_RS02615	110752	103768	6985	103	97	7	+++++++	PS51756|PF04740|PTHR34976|Coil|Coil|Coil|PF14449	PF04740|PF14449	IPR006829|IPR051768|IPR027797	PTHR30175|G3DSA:3.30.1360.60:FF:000001|G3DSA:3.30.1360.60|cd00212|PS51098|TIGR01995|SSF55604|PF00367|PS01035|PS51103|PF02378|G3DSA:2.70.70.10|G3DSA:2.70.70.10:FF:000001|SSF51261|PF00358|TIGR00830|cd00210|PS51093|PS00371|PIRSF015278|PF10004|PS51756|PF04740|PTHR34976|Coil|Coil|Coil|PF14449|PF02342|PTHR32097|cd06974|G3DSA:2.60.60.30|cd06974|G3DSA:2.60.60.30|G3DSA:3.20.20.80:FF:000004|NF011589|G3DSA:3.20.20.80|SSF51445|PF00232|NF007154|PS00653|PTHR10353|PR00131|PS00572|PR00131|PR00131|PR00131|PR00131|G3DSA:3.30.1360.60|PTHR30175|TIGR01995|cd00212|PS51098|SSF55604|PF00367|PS51103|PF02378|G3DSA:2.70.70.10:FF:000001|G3DSA:2.70.70.10|SSF51261|PF00358|TIGR00830|PS51093|PS00371	PF00367|PF02378|PF00358|PF10004|PF04740|PF14449|PF02342|PF00232|PF00367|PF02378|PF00358	IPR050558|IPR036878|IPR001996|IPR011297|IPR018113|IPR013013|IPR003352|IPR011055|IPR001127|IPR016630|IPR006829|IPR051768|IPR027797|IPR003325|IPR051324|IPR001360|IPR017853|IPR033132|IPR018120|IPR036878|IPR050558|IPR011297|IPR001996|IPR018113|IPR013013|IPR003352|IPR011055|IPR001127	518	PF00005|PF00027|PF00072|PF00126|PF00155|PF00171|PF00180|PF00205|PF00232|PF00294|PF00324|PF00356|PF00358|PF00359|PF00367|PF00375|PF00392|PF00535|PF00583|PF00834|PF00874|PF00892|PF00990|PF01037|PF01047|PF01116|PF01131|PF01270|PF01380|PF01381|PF01418|PF01515|PF01566|PF01751|PF01966|PF02302|PF02311|PF02342|PF02378|PF02518|PF02567|PF02775|PF02776|PF03123|PF03170|PF03446|PF03466|PF03480|PF03552|PF03611|PF03737|PF04226|PF04525|PF04657|PF04740|PF06778|PF06808|PF07238|PF07293|PF07690|PF07702|PF07729|PF08279|PF08501|PF09130|PF09346|PF09848|PF10004|PF10096|PF10661|PF11368|PF12643|PF12688|PF12787|PF12833|PF13091|PF13302|PF13377|PF13412|PF13426|PF13520|PF13545|PF14449|PF14526|PF14689|PF15600|PF16888|PF17074|PF17203|PF17279|PF18317|PF19276|PF19395|PF20714|PF21948	561879	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	19	IPR050558|IPR036878|IPR001996|IPR011297|IPR018113|IPR013013|IPR003352|IPR011055|IPR001127|IPR016630|IPR006829|IPR051768|IPR027797|IPR003325|IPR051324|IPR001360|IPR017853|IPR033132|IPR018120|IPR036878|IPR050558|IPR011297|IPR001996|IPR018113|IPR013013|IPR003352|IPR011055|IPR001127	28	얟逯߭ⱂ䛢㋶ഹ⭐҈䄗ᫎ쩙沶ഞ좝ձ䗞膍䛩逯얟ⱂ߭䛢㋶ഹ⭐҈
3	WP_394721307.1:GCF_026788125.1:3	WP_394721307.1	PF14449.11	NA	ribonuclease YeeF family protein	GCF_026788125.1	NZ_JAKROJ010000006.1	MH048_RS10325	209474	202831	6644	198	192	7	-------	PS51756|PF04740|PTHR34976|Coil|Coil|Coil|PF14449	PF04740|PF14449	IPR006829|IPR051768|IPR027797	SSF51445|G3DSA:3.20.20.80:FF:000004|NF007154|G3DSA:3.20.20.80|NF011589|PF00232|PS00653|PTHR10353|PR00131|PR00131|PS00572|PR00131|PR00131|PR00131|PIRSF031853|PTHR30015|G3DSA:3.40.1350.10|PF04471|SSF52980|PF02342|PTHR32097|cd06974|G3DSA:2.60.60.30|cd06974|G3DSA:2.60.60.30|PS51756|PF04740|PTHR34976|Coil|Coil|Coil|PF14449|PIRSF015278|PF10004|PTHR30175|G3DSA:3.30.1360.60:FF:000001|G3DSA:3.30.1360.60|cd00212|PS51098|TIGR01995|SSF55604|PF00367|PS01035|PS51103|PF02378|G3DSA:2.70.70.10|G3DSA:2.70.70.10:FF:000001|SSF51261|PF00358|TIGR00830|cd00210|PS51093|PS00371	PF00232|PF04471|PF02342|PF04740|PF14449|PF10004|PF00367|PF02378|PF00358	IPR017853|IPR001360|IPR033132|IPR018120|IPR016984|IPR052906|IPR011856|IPR007560|IPR011335|IPR003325|IPR051324|IPR006829|IPR051768|IPR027797|IPR016630|IPR050558|IPR036878|IPR001996|IPR011297|IPR018113|IPR013013|IPR003352|IPR011055|IPR001127	518	PF00005|PF00027|PF00072|PF00126|PF00171|PF00180|PF00205|PF00232|PF00293|PF00294|PF00324|PF00356|PF00358|PF00359|PF00367|PF00375|PF00392|PF00528|PF00535|PF00583|PF00834|PF00874|PF00892|PF00990|PF01047|PF01116|PF01131|PF01270|PF01380|PF01381|PF01418|PF01467|PF01488|PF01522|PF01547|PF01566|PF01751|PF01926|PF01944|PF01985|PF02302|PF02311|PF02342|PF02378|PF02518|PF02567|PF02775|PF02776|PF03123|PF03170|PF03466|PF03480|PF03611|PF04226|PF04471|PF04525|PF04542|PF04545|PF04657|PF04740|PF07690|PF07702|PF07729|PF08279|PF08282|PF08501|PF08970|PF09221|PF10004|PF10096|PF10661|PF11122|PF11368|PF11738|PF12787|PF12833|PF13091|PF13181|PF13242|PF13302|PF13377|PF13426|PF13472|PF13520|PF13545|PF13739|PF14434|PF14449|PF14526|PF14689|PF17074|PF17203|PF18317|PF18801|PF20714|PF21516	561879	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	19	IPR017853|IPR001360|IPR033132|IPR018120|IPR016984|IPR052906|IPR011856|IPR007560|IPR011335|IPR003325|IPR051324|IPR006829|IPR051768|IPR027797|IPR016630|IPR050558|IPR036878|IPR001996|IPR011297|IPR018113|IPR013013|IPR003352|IPR011055|IPR001127	24	䗞ձ膍䛩䉹컋⹱ᶩⱨഞ좝ᫎ쩙沶䄗얟逯߭ⱂ䛢㋶ഹ⭐҈
6	WP_144603081.1:GCF_026788135.1:6	WP_144603081.1	PF14449.11	NA	hypothetical protein	GCF_026788135.1	NZ_JAKROI010000047.1	MH050_RS23995	5785	3083	2703	12	6	7	-------	Coil	NA	NA	Coil|SM00530|SSF47413|G3DSA:1.10.260.40|cd00093|PS50943|PF01381|G3DSA:1.10.10.10|PF04545|SSF88659	PF01381|PF04545	IPR001387|IPR010982|IPR036388|IPR007630|IPR013324	131	PF00140|PF00270|PF00271|PF00384|PF00528|PF00571|PF00575|PF00581|PF00657|PF00702|PF00772|PF00773|PF01068|PF01261|PF01381|PF01555|PF01568|PF01668|PF01784|PF01807|PF01926|PF02091|PF02092|PF02195|PF02401|PF02525|PF02565|PF02639|PF03618|PF03796|PF03840|PF03979|PF04014|PF04069|PF04233|PF04466|PF04539|PF04542|PF04545|PF04740|PF04816|PF04860|PF04879|PF05065|PF05746|PF05866|PF07849|PF08206|PF08275|PF08279|PF08863|PF08970|PF10057|PF10410|PF10588|PF10668|PF11967|PF12146|PF12368|PF12728|PF12746|PF12838|PF12841|PF13076|PF13155|PF13424|PF13442|PF13443|PF13510|PF13560|PF13730|PF14006|PF14181|PF14184|PF14317|PF14434|PF14449|PF14550|PF15542|PF15594|PF15657|PF16888|PF16935|PF17279|PF17288|PF17356|PF17773|PF17876|PF17989|PF18277|PF18801|PF19486|PF21516|PF22128|PF22813|PF22820|PF25155	1402	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	0	IPR001387|IPR010982|IPR036388|IPR007630|IPR013324	5	֌⬇蹅ᷯ㐭
1	WP_268272014.1:GCF_026788225.1:1	WP_268272014.1	PF14449.11	NA	T7SS effector LXG polymorphic toxin	GCF_026788225.1	NZ_JALAJB010000017.1	MOB13_RS18895	112528	107638	4891	106	100	7	+-----+	PS51756|PF04740|PTHR34976|Coil|Coil|PF14449|mobidb-lite|PF14412|Coil	PF04740|PF14449|PF14412	IPR006829|IPR051768|IPR027797|IPR032871	Coil|PF16888|PF17279|Coil|PS51756|PF04740|PTHR34976|Coil|Coil|PF14449|mobidb-lite|PF14412|Coil|PF02417|PTHR43663	PF16888|PF17279|PF04740|PF14449|PF14412|PF02417	IPR031681|IPR046318|IPR006829|IPR051768|IPR027797|IPR032871|IPR003370|IPR052518	668	PF00126|PF00176|PF00205|PF00271|PF00984|PF01019|PF01037|PF01613|PF02417|PF02706|PF02775|PF02776|PF03466|PF03720|PF03721|PF04434|PF04740|PF08282|PF08757|PF09234|PF12419|PF13412|PF13614|PF13789|PF14412|PF14449|PF16888|PF17279|PF19567	483913	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus inaquosorum	19	IPR031681|IPR046318|IPR006829|IPR051768|IPR027797|IPR032871|IPR003370|IPR052518	8	篢딏ᫎ쩙沶肈ോ쵇
2	WP_268318525.1:GCF_026788265.1:2	WP_268318525.1	PF14449.11	NA	XkdX family protein	GCF_026788265.1	NZ_JALAJF010000041.1	MOB20_RS14205	11387	7784	3604	16	10	7	-------	TIGR01669|PF09693	PF09693	IPR010022	G3DSA:2.60.120.40|SSF49842|SSF159865|G3DSA:3.30.56.60|PF09636|Coil|TIGR01669|PF09693|Coil|PF10779|PF04688|TIGR01592	PF09636|PF09693|PF10779|PF04688	IPR008983|IPR019094|IPR035950|IPR010022|IPR019715|IPR006479	54	PF00126|PF00176|PF00271|PF00455|PF00580|PF00756|PF00984|PF01019|PF01037|PF01053|PF01471|PF01476|PF01510|PF01613|PF01726|PF02417|PF02706|PF03358|PF03466|PF03720|PF03721|PF04434|PF04493|PF04688|PF04740|PF04865|PF05684|PF07098|PF07552|PF08220|PF08282|PF08757|PF08863|PF09234|PF09636|PF09680|PF09693|PF10076|PF10612|PF10779|PF10844|PF10934|PF12419|PF13302|PF13361|PF13412|PF13424|PF13563|PF13614|PF13673|PF13789|PF14069|PF14153|PF14449|PF16888|PF17279|PF18801|PF19567	483913	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus inaquosorum	0	IPR008983|IPR019094|IPR035950|IPR010022|IPR019715|IPR006479	6	⌸䪷貏❇䴤ᥰ
3	WP_003239234.1:GCF_026788265.1:3	WP_003239234.1	PF14449.11	yjcZ	sporulation protein YjcZ	GCF_026788265.1	NZ_JALAJF010000045.1	MOB20_RS15170	13225	9121	4105	16	10	7	+----+-	TIGR01732|PF09680	PF09680	IPR010070	PF07552|PF07098|mobidb-lite|TIGR01732|PF09680|PF14069|G3DSA:1.10.486.10|PS51217|cd18807|G3DSA:3.40.50.300|PF13361|G3DSA:1.10.10.160|cd17932|G3DSA:3.40.50.300|PF00580|SSF52540|PS51198|PTHR11070|Coil	PF07552|PF07098|PF09680|PF14069|PF13361|PF00580	IPR011428|IPR010773|IPR010070|IPR025942|IPR014017|IPR013986|IPR027417|IPR014016|IPR000212	51	PF00126|PF00176|PF00271|PF00455|PF00580|PF00756|PF00984|PF01019|PF01037|PF01053|PF01471|PF01476|PF01510|PF01613|PF01726|PF02417|PF02706|PF03358|PF03466|PF03720|PF03721|PF04434|PF04493|PF04688|PF04740|PF04865|PF05684|PF07098|PF07552|PF08220|PF08282|PF08757|PF08863|PF09234|PF09636|PF09680|PF09693|PF10076|PF10612|PF10779|PF10844|PF10934|PF12419|PF13302|PF13361|PF13412|PF13424|PF13563|PF13614|PF13673|PF13789|PF14069|PF14153|PF14449|PF16888|PF17279|PF18801|PF19567	483913	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus inaquosorum	0	IPR011428|IPR010773|IPR010070|IPR025942|IPR014017|IPR013986|IPR027417|IPR014016|IPR000212	9	ⳅ⨶❷敷㛢㛃欺㛡õ
1	WP_176274944.1:GCF_026788305.1:1	WP_176274944.1	PF14449.11	NA	T7SS effector LXG polymorphic toxin	GCF_026788305.1	NZ_JALAJH010000009.1	MOB41_RS07820	137760	133392	4369	156	150	7	-------	PS51756|PTHR34976|PF04740|Coil|Coil|PF14449|PF14437	PF04740|PF14449|PF14437	IPR006829|IPR051768|IPR027797|IPR028883	NF045773|PIRSF000025|SSF46626|PTHR37823|PS51007|PF13442|G3DSA:1.10.760.10|PF16888|Coil|Coil|PF17279|Coil|PS51756|PTHR34976|PF04740|Coil|Coil|PF14449|PF14437	PF13442|PF16888|PF17279|PF04740|PF14449|PF14437	IPR012218|IPR054780|IPR036909|IPR051811|IPR009056|IPR031681|IPR046318|IPR006829|IPR051768|IPR027797|IPR028883	568	PF00005|PF00118|PF00140|PF00166|PF00440|PF00571|PF00583|PF00772|PF00902|PF01784|PF01807|PF01967|PF02091|PF02092|PF02416|PF02517|PF02565|PF02586|PF02629|PF02639|PF03618|PF03979|PF04294|PF04493|PF04539|PF04542|PF04545|PF04740|PF04816|PF05746|PF06486|PF06971|PF08275|PF08279|PF08863|PF10410|PF10787|PF11967|PF12848|PF13155|PF13442|PF14006|PF14146|PF14434|PF14437|PF14449|PF15594|PF15657|PF16326|PF16888|PF17279|PF21256	1925021	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus haynesii	19	IPR012218|IPR054780|IPR036909|IPR051811|IPR009056|IPR031681|IPR046318|IPR006829|IPR051768|IPR027797|IPR028883	11	⿛혝過쪄⎁篢딏ᫎ쩙沶烴
2	WP_176277445.1:GCF_026788305.1:2	WP_176277445.1	PF14449.11	NA	T7SS effector LXG polymorphic toxin	GCF_026788305.1	NZ_JALAJH010000029.1	MOB41_RS21535	85267	79540	5728	81	75	7	--++++-	PS51756|PF04740|Coil|Coil|PF14449|mobidb-lite|PF15657|mobidb-lite|mobidb-lite	PF04740|PF14449|PF15657	IPR006829|IPR027797|IPR028048	PF15594|PS51756|PF04740|Coil|Coil|PF14449|mobidb-lite|PF15657|mobidb-lite|mobidb-lite|PF08863	PF15594|PF04740|PF14449|PF15657|PF08863	IPR028957|IPR006829|IPR027797|IPR028048|IPR014962	499	PF00005|PF00118|PF00140|PF00166|PF00440|PF00571|PF00583|PF00772|PF00902|PF01784|PF01807|PF01967|PF02091|PF02092|PF02416|PF02517|PF02565|PF02586|PF02629|PF02639|PF03618|PF03979|PF04294|PF04493|PF04539|PF04542|PF04545|PF04740|PF04816|PF05746|PF06486|PF06971|PF08275|PF08279|PF08863|PF10410|PF10787|PF11967|PF12848|PF13155|PF13442|PF14006|PF14146|PF14434|PF14437|PF14449|PF15594|PF15657|PF16326|PF16888|PF17279|PF21256	1925021	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus haynesii	19	IPR028957|IPR006829|IPR027797|IPR028048|IPR014962	5	焾ᫎ沶涱㪓
1	WP_268393678.1:GCF_026788315.1:1	WP_268393678.1	PF14449.11	NA	right-handed parallel beta-helix repeat-containing protein	GCF_026788315.1	NZ_JALAJG010000028.1	MOB31_RS08010	14202	7962	6241	16	10	7	-------	Coil|mobidb-lite|mobidb-lite|mobidb-lite|SSF51126|G3DSA:2.160.20.10|SM00710|SM00710|SM00710|PF13229|SM00710|SM00710|SM00710|SM00710|SM00710|SM00710	PF13229	IPR011050|IPR012334|IPR006626|IPR039448	PTHR37813|TIGR01760|PF10145|G3DSA:1.10.530.10|SSF53955|cd13402|PF01464|Coil|PF05709|G3DSA:2.40.30.200|SM00047|PTHR33308|G3DSA:1.10.530.10|PF01832|PR01002|G3DSA:4.10.80.30|PR01002|PR01002|mobidb-lite|PF18994|G3DSA:3.55.50.40|PF06605|Coil|mobidb-lite|mobidb-lite|mobidb-lite|SSF51126|G3DSA:2.160.20.10|SM00710|SM00710|SM00710|PF13229|SM00710|SM00710|SM00710|SM00710|SM00710|SM00710|PF10651|G3DSA:2.60.40.3350|Coil|Coil|Coil|TIGR01669|PF09693	PF10145|PF01464|PF05709|PF01832|PF18994|PF06605|PF13229|PF10651|PF09693	IPR010090|IPR023346|IPR008258|IPR008841|IPR002901|IPR051056|IPR044051|IPR010572|IPR011050|IPR012334|IPR006626|IPR039448|IPR018913|IPR010022	651	PF00107|PF00120|PF00140|PF00155|PF00190|PF00488|PF00528|PF00575|PF00581|PF00583|PF00589|PF00772|PF00773|PF00919|PF00999|PF01119|PF01381|PF01408|PF01425|PF01464|PF01593|PF01624|PF01668|PF01726|PF01784|PF01832|PF01938|PF02080|PF02492|PF02525|PF02894|PF03840|PF03951|PF03979|PF03992|PF04014|PF04055|PF04069|PF04493|PF04539|PF04542|PF04545|PF04630|PF04688|PF04740|PF04816|PF05188|PF05190|PF05192|PF05709|PF06133|PF06605|PF06838|PF06912|PF07683|PF07690|PF08206|PF08240|PF08275|PF08676|PF09680|PF09693|PF10145|PF10410|PF10628|PF10651|PF10779|PF12146|PF12368|PF12841|PF13102|PF13155|PF13229|PF13273|PF13411|PF13442|PF13443|PF13560|PF13589|PF14184|PF14317|PF14434|PF14449|PF15542|PF15594|PF15657|PF16888|PF17279|PF17773|PF17876|PF18277|PF18431|PF18801|PF18994|PF19486|PF23857	1402	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	0	IPR010090|IPR023346|IPR008258|IPR008841|IPR002901|IPR051056|IPR044051|IPR010572|IPR011050|IPR012334|IPR006626|IPR039448|IPR018913|IPR010022	14	➋孓⁣⊪୶작갴⥭⭋くᨃ騹䨂❇
4	WP_073425728.1:GCF_026788315.1:4	WP_073425728.1	PF14449.11	NA	hypothetical protein	GCF_026788315.1	NZ_JALAJG010000049.1	MOB31_RS12180	5794	1884	3911	9	3	7	-------	NA	NA	NA	PF14434|PF14434|G3DSA:3.30.2170.10|PTHR28511|MF_00801|cd06559|PF04493	PF14434|PF14434|PF04493	IPR025674|IPR025674|IPR007581	NA	PF00107|PF00120|PF00140|PF00155|PF00190|PF00488|PF00528|PF00575|PF00581|PF00583|PF00589|PF00772|PF00773|PF00919|PF00999|PF01119|PF01381|PF01408|PF01425|PF01464|PF01593|PF01624|PF01668|PF01726|PF01784|PF01832|PF01938|PF02080|PF02492|PF02525|PF02894|PF03840|PF03951|PF03979|PF03992|PF04014|PF04055|PF04069|PF04493|PF04539|PF04542|PF04545|PF04630|PF04688|PF04740|PF04816|PF05188|PF05190|PF05192|PF05709|PF06133|PF06605|PF06838|PF06912|PF07683|PF07690|PF08206|PF08240|PF08275|PF08676|PF09680|PF09693|PF10145|PF10410|PF10628|PF10651|PF10779|PF12146|PF12368|PF12841|PF13102|PF13155|PF13229|PF13273|PF13411|PF13442|PF13443|PF13560|PF13589|PF14184|PF14317|PF14434|PF14449|PF15542|PF15594|PF15657|PF16888|PF17279|PF17773|PF17876|PF18277|PF18431|PF18801|PF18994|PF19486|PF23857	1402	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	0	IPR025674|IPR007581	3	摫ᶾ
5	WP_073425626.1:GCF_026788315.1:5	WP_073425626.1	PF14449.11	NA	(2Fe-2S) ferredoxin domain-containing protein	GCF_026788315.1	NZ_JALAJG010000074.1	MOB31_RS16155	35381	30987	4395	41	35	7	--+++++	SSF52833|G3DSA:3.40.30.10|cd02980	NA	IPR036249	PF15657|mobidb-lite|mobidb-lite|G3DSA:3.40.50.300|PTHR13748|SSF52540|PF02492|cd03112|G3DSA:3.30.1220.10|PF07683|SSF90002|SM00833|SSF52833|G3DSA:3.40.30.10|cd02980|G3DSA:3.40.630.30|PTHR43072|PS51186|SSF55729|NF040503|Coil|PF00583|cd04301|PS51257|G3DSA:2.60.20.10|TIGR01732|PF09680	PF15657|PF02492|PF07683|PF00583|PF09680	IPR028048|IPR027417|IPR051316|IPR003495|IPR036627|IPR011629|IPR036249|IPR000182|IPR016181|IPR010070	128	PF00107|PF00120|PF00140|PF00155|PF00190|PF00488|PF00528|PF00575|PF00581|PF00583|PF00589|PF00772|PF00773|PF00919|PF00999|PF01119|PF01381|PF01408|PF01425|PF01464|PF01593|PF01624|PF01668|PF01726|PF01784|PF01832|PF01938|PF02080|PF02492|PF02525|PF02894|PF03840|PF03951|PF03979|PF03992|PF04014|PF04055|PF04069|PF04493|PF04539|PF04542|PF04545|PF04630|PF04688|PF04740|PF04816|PF05188|PF05190|PF05192|PF05709|PF06133|PF06605|PF06838|PF06912|PF07683|PF07690|PF08206|PF08240|PF08275|PF08676|PF09680|PF09693|PF10145|PF10410|PF10628|PF10651|PF10779|PF12146|PF12368|PF12841|PF13102|PF13155|PF13229|PF13273|PF13411|PF13442|PF13443|PF13560|PF13589|PF14184|PF14317|PF14434|PF14449|PF15542|PF15594|PF15657|PF16888|PF17279|PF17773|PF17876|PF18277|PF18431|PF18801|PF18994|PF19486|PF23857	1402	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	0	IPR028048|IPR027417|IPR051316|IPR003495|IPR036627|IPR011629|IPR036249|IPR000182|IPR016181|IPR010070	10	涱欺좕෈輴ⶎ趺×㽖❷
